ORF	Gene	term
YMR260C	TIF11	cytoplasmic translation
YMR260C	TIF11	translational initiation
YMR269W	TMA23	ribosome
YMR269W	TMA23	ribosomal small subunit biogenesis
YMR282C	AEP2	mitochondrial translation
YMR282C	AEP2	translational initiation
YMR283C	RIT1	tRNA processing
YMR285C	NGL2	rRNA processing
YMR286W	MRPL33	ribosome
YMR286W	MRPL33	structural constituent of ribosome
YMR286W	MRPL33	mitochondrial translation
YMR290C	HAS1	rRNA processing
YMR290C	HAS1	ribosomal large subunit biogenesis
YMR290C	HAS1	ribosomal small subunit biogenesis
YMR295C	YMR295C	ribosome
YMR309C	NIP1	translation factor activity, RNA binding
YMR309C	NIP1	translational initiation
YMR312W	ELP6	tRNA processing
YNL001W	DOM34	regulation of translation
YNL002C	RLP7	rRNA binding
YNL002C	RLP7	rRNA processing
YNL002C	RLP7	ribosomal large subunit biogenesis
YNL005C	MRP7	ribosome
YNL005C	MRP7	structural constituent of ribosome
YNL005C	MRP7	mitochondrial translation
YNL007C	SIS1	ribosome
YNL007C	SIS1	translational initiation
YNL014W	HEF3	ribosome
YNL014W	HEF3	translation factor activity, RNA binding
YNL014W	HEF3	translational elongation
YNL022C	RCM1	rRNA processing
YNL061W	NOP2	rRNA processing
YNL061W	NOP2	ribosomal large subunit biogenesis
YNL062C	GCD10	tRNA processing
YNL063W	MTQ1	regulation of translation
YNL063W	MTQ1	translational elongation
YNL067W	RPL9B	ribosome
YNL067W	RPL9B	structural constituent of ribosome
YNL067W	RPL9B	cytoplasmic translation
YNL069C	RPL16B	ribosome
YNL069C	RPL16B	structural constituent of ribosome
YNL069C	RPL16B	cytoplasmic translation
YNL073W	MSK1	mitochondrial translation
YNL073W	MSK1	tRNA aminoacylation for protein translation
YNL075W	IMP4	rRNA binding
YNL075W	IMP4	rRNA processing
YNL075W	IMP4	ribosomal small subunit biogenesis
YNL081C	SWS2	ribosome
YNL081C	SWS2	structural constituent of ribosome
YNL081C	SWS2	mitochondrial translation
YNL096C	RPS7B	ribosome
YNL096C	RPS7B	structural constituent of ribosome
YNL096C	RPS7B	cytoplasmic translation
YNL110C	NOP15	rRNA binding
YNL110C	NOP15	ribosomal large subunit biogenesis
YNL112W	DBP2	rRNA processing
YNL119W	NCS2	tRNA processing
YNL122C	YNL122C	ribosome
YNL122C	YNL122C	structural constituent of ribosome
YNL122C	YNL122C	mitochondrial translation
YNL132W	KRE33	ribosomal small subunit biogenesis
YNL137C	NAM9	ribosome
YNL137C	NAM9	structural constituent of ribosome
YNL137C	NAM9	mitochondrial translation
YNL147W	LSM7	rRNA processing
YNL147W	LSM7	ribosomal small subunit biogenesis
YNL162W	RPL42A	ribosome
YNL162W	RPL42A	structural constituent of ribosome
YNL162W	RPL42A	cytoplasmic translation
YNL163C	RIA1	ribosome assembly
YNL177C	MRPL22	ribosome
YNL177C	MRPL22	structural constituent of ribosome
YNL177C	MRPL22	mitochondrial translation
YNL178W	RPS3	ribosome
YNL178W	RPS3	structural constituent of ribosome
YNL178W	RPS3	cytoplasmic translation
YNL178W	RPS3	ribosomal subunit export from nucleus
YNL182C	IPI3	rRNA processing
YNL182C	IPI3	ribosomal large subunit biogenesis
YNL182C	IPI3	ribosome assembly
YNL185C	MRPL19	ribosome
YNL185C	MRPL19	structural constituent of ribosome
YNL185C	MRPL19	mitochondrial translation
YNL197C	WHI3	regulation of translation
YNL207W	RIO2	rRNA processing
YNL207W	RIO2	ribosomal small subunit biogenesis
YNL208W	YNL208W	ribosome
YNL209W	SSB2	cytoplasmic translation
YNL209W	SSB2	rRNA processing
YNL209W	SSB2	regulation of translation
YNL209W	SSB2	ribosomal subunit export from nucleus
YNL209W	SSB2	translational elongation
YNL221C	POP1	rRNA processing
YNL221C	POP1	snoRNA processing
YNL221C	POP1	tRNA processing
YNL224C	SQS1	rRNA processing
YNL224C	SQS1	ribosomal small subunit biogenesis
YNL227C	JJJ1	ribosome
YNL227C	JJJ1	rRNA processing
YNL227C	JJJ1	ribosomal large subunit biogenesis
YNL227C	JJJ1	ribosomal subunit export from nucleus
YNL232W	CSL4	rRNA processing
YNL232W	CSL4	snoRNA processing
YNL244C	SUI1	translation factor activity, RNA binding
YNL244C	SUI1	translational initiation
YNL247W	YNL247W	ribosome
YNL247W	YNL247W	tRNA aminoacylation for protein translation
YNL251C	NRD1	snoRNA processing
YNL251C	NRD1	tRNA processing
YNL252C	MRPL17	ribosome
YNL252C	MRPL17	structural constituent of ribosome
YNL252C	MRPL17	mitochondrial translation
YNL255C	GIS2	ribosome
YNL255C	GIS2	regulation of translation
YNL260C	LTO1	ribosomal large subunit biogenesis
YNL260C	LTO1	translational initiation
YNL282W	POP3	rRNA processing
YNL282W	POP3	snoRNA processing
YNL282W	POP3	tRNA processing
YNL284C	MRPL10	ribosome
YNL284C	MRPL10	structural constituent of ribosome
YNL284C	MRPL10	mitochondrial translation
YNL292W	PUS4	tRNA processing
YNL299W	TRF5	snoRNA processing
YNL301C	RPL18B	ribosome
YNL301C	RPL18B	structural constituent of ribosome
YNL301C	RPL18B	cytoplasmic translation
YNL302C	RPS19B	ribosome
YNL302C	RPS19B	structural constituent of ribosome
YNL302C	RPS19B	cytoplasmic translation
YNL302C	RPS19B	ribosomal small subunit biogenesis
YNL306W	MRPS18	ribosome
YNL306W	MRPS18	structural constituent of ribosome
YNL306W	MRPS18	mitochondrial translation
YNL308C	KRI1	rRNA processing
YNL308C	KRI1	ribosomal small subunit biogenesis
YNL311C	SKP2	ribosome
YNR004W	SWM2	tRNA processing
YNR011C	PRP2	snoRNA processing
YNR015W	SMM1	tRNA processing
YNR022C	MRPL50	ribosome
YNR022C	MRPL50	structural constituent of ribosome
YNR022C	MRPL50	mitochondrial translation
YNR024W	MPP6	ribosome
YNR024W	MPP6	rRNA processing
YNR036C	MRPS12	ribosome
YNR036C	MRPS12	structural constituent of ribosome
YNR036C	MRPS12	mitochondrial translation
YNR037C	RSM19	ribosome
YNR037C	RSM19	structural constituent of ribosome
YNR037C	RSM19	mitochondrial translation
YNR038W	DBP6	rRNA processing
YNR038W	DBP6	ribosomal large subunit biogenesis
YNR045W	PET494	mitochondrial translation
YNR045W	PET494	regulation of translation
YNR046W	TRM112	rRNA processing
YNR046W	TRM112	ribosomal large subunit biogenesis
YNR046W	TRM112	ribosomal small subunit biogenesis
YNR046W	TRM112	tRNA processing
YNR053C	NOG2	ribosomal subunit export from nucleus
YNR054C	ESF2	rRNA processing
YNR054C	ESF2	ribosomal small subunit biogenesis
YNR054C	ESF2	ribosome assembly
YOL010W	RCL1	rRNA processing
YOL010W	RCL1	ribosomal small subunit biogenesis
YOL021C	DIS3	rRNA processing
YOL021C	DIS3	snoRNA processing
YOL022C	TSR4	rRNA processing
YOL022C	TSR4	ribosomal small subunit biogenesis
YOL023W	IFM1	translation factor activity, RNA binding
YOL023W	IFM1	mitochondrial translation
YOL023W	IFM1	translational initiation
YOL027C	MDM38	mitochondrial translation
YOL027C	MDM38	regulation of translation
YOL033W	MSE1	mitochondrial translation
YOL033W	MSE1	tRNA aminoacylation for protein translation
YOL039W	RPP2A	ribosome
YOL039W	RPP2A	structural constituent of ribosome
YOL039W	RPP2A	cytoplasmic translation
YOL040C	RPS15	ribosome
YOL040C	RPS15	structural constituent of ribosome
YOL040C	RPS15	cytoplasmic translation
YOL041C	NOP12	rRNA processing
YOL041C	NOP12	ribosomal large subunit biogenesis
YOL045W	PSK2	cytoplasmic translation
YOL045W	PSK2	regulation of translation
YOL066C	RIB2	tRNA processing
YOL070C	NBA1	ribosome
YOL077C	BRX1	rRNA binding
YOL077C	BRX1	ribosomal large subunit biogenesis
YOL077C	BRX1	ribosome assembly
YOL080C	REX4	rRNA processing
YOL080C	REX4	ribosomal large subunit biogenesis
YOL080C	REX4	ribosome assembly
YOL093W	TRM10	tRNA processing
YOL097C	WRS1	tRNA aminoacylation for protein translation
YOL099C	YOL099C	ribosome
YOL102C	TPT1	tRNA processing
YOL111C	MDY2	ribosome
YOL114C	PTH4	ribosome
YOL114C	PTH4	mitochondrial translation
YOL115W	PAP2	snoRNA processing
YOL115W	PAP2	tRNA processing
YOL120C	RPL18A	ribosome
YOL120C	RPL18A	structural constituent of ribosome
YOL120C	RPL18A	cytoplasmic translation
YOL121C	RPS19A	ribosome
YOL121C	RPS19A	structural constituent of ribosome
YOL121C	RPS19A	cytoplasmic translation
YOL121C	RPS19A	ribosomal small subunit biogenesis
YOL124C	TRM11	tRNA processing
YOL125W	TRM13	tRNA processing
YOL127W	RPL25	ribosome
YOL127W	RPL25	structural constituent of ribosome
YOL127W	RPL25	cytoplasmic translation
YOL127W	RPL25	ribosomal large subunit biogenesis
YOL127W	RPL25	ribosome assembly
YOL138C	RTC1	ribosome
YOL139C	CDC33	ribosome
YOL139C	CDC33	translation factor activity, RNA binding
YOL139C	CDC33	translational initiation
YOL141W	PPM2	tRNA processing
YOL142W	RRP40	rRNA processing
YOL142W	RRP40	snoRNA processing
YOL144W	NOP8	rRNA processing
YOL144W	NOP8	ribosomal large subunit biogenesis
YOL145C	CTR9	snoRNA processing
YOR001W	RRP6	rRNA processing
YOR001W	RRP6	snoRNA processing
YOR004W	UTP23	rRNA binding
YOR004W	UTP23	rRNA processing
YOR004W	UTP23	ribosomal small subunit biogenesis
YOR006C	TSR3	rRNA processing
YOR006C	TSR3	ribosomal small subunit biogenesis
YOR019W	YOR019W	ribosome
YOR048C	RAT1	rRNA processing
YOR048C	RAT1	ribosomal large subunit biogenesis
YOR048C	RAT1	snoRNA processing
YOR056C	NOB1	rRNA binding
YOR056C	NOB1	rRNA processing
YOR056C	NOB1	ribosomal small subunit biogenesis
YOR063W	RPL3	ribosome
YOR063W	RPL3	structural constituent of ribosome
YOR063W	RPL3	cytoplasmic translation
YOR063W	RPL3	ribosomal large subunit biogenesis
YOR063W	RPL3	ribosome assembly
YOR078W	BUD21	rRNA processing
YOR078W	BUD21	ribosomal small subunit biogenesis
YOR091W	TMA46	ribosome
YOR091W	TMA46	cytoplasmic translation
YOR096W	RPS7A	ribosome
YOR096W	RPS7A	structural constituent of ribosome
YOR096W	RPS7A	cytoplasmic translation
YOR098C	NUP1	ribosomal subunit export from nucleus
YOR119C	RIO1	rRNA processing
YOR119C	RIO1	ribosomal small subunit biogenesis
YOR133W	EFT1	ribosome
YOR133W	EFT1	translation factor activity, RNA binding
YOR133W	EFT1	regulation of translation
YOR133W	EFT1	translational elongation
YOR145C	PNO1	rRNA processing
YOR145C	PNO1	ribosomal small subunit biogenesis
YOR150W	MRPL23	ribosome
YOR150W	MRPL23	structural constituent of ribosome
YOR150W	MRPL23	mitochondrial translation
YOR158W	PET123	ribosome
YOR158W	PET123	structural constituent of ribosome
YOR158W	PET123	mitochondrial translation
YOR167C	RPS28A	ribosome
YOR167C	RPS28A	structural constituent of ribosome
YOR167C	RPS28A	cytoplasmic translation
YOR168W	GLN4	tRNA aminoacylation for protein translation
YOR175C	ALE1	ribosome
YOR182C	RPS30B	ribosome
YOR182C	RPS30B	structural constituent of ribosome
YOR182C	RPS30B	cytoplasmic translation
YOR187W	TUF1	translation factor activity, RNA binding
YOR187W	TUF1	mitochondrial translation
YOR187W	TUF1	translational elongation
YOR201C	MRM1	rRNA processing
YOR204W	DED1	translational initiation
YOR205C	GEP3	rRNA processing
YOR205C	GEP3	ribosomal small subunit biogenesis
YOR206W	NOC2	ribosomal large subunit biogenesis
YOR226C	ISU2	tRNA processing
YOR227W	HER1	ribosome
YOR234C	RPL33B	ribosome
YOR234C	RPL33B	structural constituent of ribosome
YOR234C	RPL33B	cytoplasmic translation
YOR239W	ABP140	tRNA processing
YOR243C	PUS7	rRNA processing
YOR243C	PUS7	tRNA processing
YOR251C	TUM1	tRNA processing
YOR252W	TMA16	ribosome
YOR253W	NAT5	ribosome
YOR260W	GCD1	translation factor activity, RNA binding
YOR260W	GCD1	regulation of translation
YOR260W	GCD1	translational initiation
YOR272W	YTM1	ribosomal large subunit biogenesis
YOR274W	MOD5	tRNA processing
YOR276W	CAF20	regulation of translation
YOR287C	RRP36	rRNA processing
YOR287C	RRP36	ribosomal small subunit biogenesis
YOR293W	RPS10A	ribosome
YOR293W	RPS10A	structural constituent of ribosome
YOR293W	RPS10A	cytoplasmic translation
YOR294W	RRS1	rRNA processing
YOR294W	RRS1	ribosomal large subunit biogenesis
YOR294W	RRS1	ribosomal small subunit biogenesis
YOR294W	RRS1	ribosomal subunit export from nucleus
YOR302W	YOR302W	regulation of translation
YOR308C	SNU66	rRNA processing
YOR310C	NOP58	rRNA processing
YOR310C	NOP58	ribosomal small subunit biogenesis
YOR312C	RPL20B	ribosome
YOR312C	RPL20B	structural constituent of ribosome
YOR312C	RPL20B	cytoplasmic translation
YOR335C	ALA1	mitochondrial translation
YOR335C	ALA1	tRNA aminoacylation for protein translation
YOR361C	PRT1	translation factor activity, RNA binding
YOR361C	PRT1	cytoplasmic translation
YOR361C	PRT1	translational initiation
YOR369C	RPS12	ribosome
YOR369C	RPS12	structural constituent of ribosome
YOR369C	RPS12	cytoplasmic translation
YPL005W	AEP3	mitochondrial translation
YPL005W	AEP3	translational initiation
YPL009C	RQC2	ribosome
YPL009C	RQC2	regulation of translation
YPL009C	RQC2	translational elongation
YPL012W	RRP12	ribosome
YPL012W	RRP12	rRNA processing
YPL012W	RRP12	ribosomal small subunit biogenesis
YPL013C	MRPS16	ribosome
YPL013C	MRPS16	structural constituent of ribosome
YPL013C	MRPS16	mitochondrial translation
YPL030W	TRM44	tRNA processing
YPL040C	ISM1	mitochondrial translation
YPL040C	ISM1	tRNA aminoacylation for protein translation
YPL043W	NOP4	rRNA processing
YPL043W	NOP4	ribosomal large subunit biogenesis
YPL048W	CAM1	regulation of translation
YPL048W	CAM1	translational elongation
YPL052W	OAZ1	regulation of translation
YPL052W	OAZ1	translational elongation
YPL073C	YPL073C	ribosome
YPL079W	RPL21B	ribosome
YPL079W	RPL21B	structural constituent of ribosome
YPL079W	RPL21B	cytoplasmic translation
YPL081W	RPS9A	ribosome
YPL081W	RPS9A	rRNA binding
YPL081W	RPS9A	structural constituent of ribosome
YPL081W	RPS9A	cytoplasmic translation
YPL081W	RPS9A	rRNA processing
YPL081W	RPS9A	ribosomal small subunit biogenesis
YPL082C	MOT1	rRNA processing
YPL083C	SEN54	tRNA processing
YPL086C	ELP3	tRNA processing
YPL090C	RPS6A	ribosome
YPL090C	RPS6A	structural constituent of ribosome
YPL090C	RPS6A	cytoplasmic translation
YPL090C	RPS6A	rRNA processing
YPL090C	RPS6A	ribosomal small subunit biogenesis
YPL093W	NOG1	rRNA processing
YPL093W	NOG1	ribosomal large subunit biogenesis
YPL093W	NOG1	ribosomal subunit export from nucleus
YPL097W	MSY1	mitochondrial translation
YPL097W	MSY1	tRNA aminoacylation for protein translation
YPL101W	ELP4	tRNA processing
YPL104W	MSD1	mitochondrial translation
YPL104W	MSD1	tRNA aminoacylation for protein translation
YPL105C	SYH1	ribosome
YPL110C	GDE1	ribosome
YPL118W	MRP51	ribosome
YPL118W	MRP51	structural constituent of ribosome
YPL118W	MRP51	mitochondrial translation
YPL118W	MRP51	translational initiation
YPL119C	DBP1	translational initiation
YPL126W	NAN1	rRNA processing
YPL126W	NAN1	ribosomal small subunit biogenesis
YPL131W	RPL5	ribosome
YPL131W	RPL5	rRNA binding
YPL131W	RPL5	structural constituent of ribosome
YPL131W	RPL5	cytoplasmic translation
YPL131W	RPL5	ribosomal large subunit biogenesis
YPL131W	RPL5	ribosome assembly
YPL132W	COX11	ribosome
YPL135W	ISU1	tRNA processing
YPL137C	GIP3	ribosome
YPL143W	RPL33A	ribosome
YPL143W	RPL33A	structural constituent of ribosome
YPL143W	RPL33A	cytoplasmic translation
YPL146C	NOP53	rRNA binding
YPL146C	NOP53	rRNA processing
YPL146C	NOP53	ribosomal large subunit biogenesis
YPL146C	NOP53	ribosomal subunit export from nucleus
YPL157W	TGS1	tRNA processing
YPL160W	CDC60	tRNA aminoacylation for protein translation
YPL169C	MEX67	ribosomal subunit export from nucleus
YPL173W	MRPL40	ribosome
YPL173W	MRPL40	structural constituent of ribosome
YPL173W	MRPL40	mitochondrial translation
YPL183W-A	RTC6	ribosome
YPL183W-A	RTC6	structural constituent of ribosome
YPL183W-A	RTC6	mitochondrial translation
YPL190C	NAB3	snoRNA processing
YPL190C	NAB3	tRNA processing
YPL193W	RSA1	ribosomal large subunit biogenesis
YPL193W	RSA1	ribosome assembly
YPL198W	RPL7B	ribosome
YPL198W	RPL7B	structural constituent of ribosome
YPL198W	RPL7B	cytoplasmic translation
YPL198W	RPL7B	rRNA processing
YPL198W	RPL7B	ribosomal large subunit biogenesis
YPL204W	HRR25	ribosomal large subunit biogenesis
YPL204W	HRR25	ribosomal small subunit biogenesis
YPL204W	HRR25	tRNA processing
YPL207W	TYW1	tRNA processing
YPL211W	NIP7	rRNA processing
YPL211W	NIP7	ribosomal large subunit biogenesis
YPL212C	PUS1	tRNA processing
YPL215W	CBP3	ribosome
YPL215W	CBP3	mitochondrial translation
YPL215W	CBP3	regulation of translation
YPL217C	BMS1	rRNA processing
YPL217C	BMS1	ribosomal small subunit biogenesis
YPL220W	RPL1A	ribosome
YPL220W	RPL1A	structural constituent of ribosome
YPL220W	RPL1A	cytoplasmic translation
YPL225W	YPL225W	ribosome
YPL226W	NEW1	ribosomal small subunit biogenesis
YPL235W	RVB2	rRNA processing
YPL237W	SUI3	translation factor activity, RNA binding
YPL237W	SUI3	translational initiation
YPL239W	YAR1	ribosomal small subunit biogenesis
YPL239W	YAR1	ribosomal subunit export from nucleus
YPL249C-A	RPL36B	ribosome
YPL249C-A	RPL36B	structural constituent of ribosome
YPL249C-A	RPL36B	cytoplasmic translation
YPL266W	DIM1	rRNA processing
YPL266W	DIM1	ribosomal small subunit biogenesis
YPR016C	TIF6	rRNA processing
YPR016C	TIF6	ribosomal large subunit biogenesis
YPR016C	TIF6	ribosomal subunit export from nucleus
YPR033C	HTS1	mitochondrial translation
YPR033C	HTS1	tRNA aminoacylation for protein translation
YPR041W	TIF5	ribosome
YPR041W	TIF5	translation factor activity, RNA binding
YPR041W	TIF5	cytoplasmic translation
YPR041W	TIF5	regulation of translation
YPR041W	TIF5	ribosome assembly
YPR041W	TIF5	translational initiation
YPR043W	RPL43A	ribosome
YPR043W	RPL43A	structural constituent of ribosome
YPR043W	RPL43A	cytoplasmic translation
YPR047W	MSF1	mitochondrial translation
YPR047W	MSF1	tRNA aminoacylation for protein translation
YPR080W	TEF1	ribosome
YPR080W	TEF1	translation factor activity, RNA binding
YPR080W	TEF1	translational elongation
YPR081C	GRS2	tRNA aminoacylation for protein translation
YPR091C	NVJ2	ribosome
YPR096C	YPR096C	ribosome
YPR100W	MRPL51	ribosome
YPR100W	MRPL51	structural constituent of ribosome
YPR100W	MRPL51	mitochondrial translation
YPR102C	RPL11A	ribosome
YPR102C	RPL11A	structural constituent of ribosome
YPR102C	RPL11A	cytoplasmic translation
YPR102C	RPL11A	ribosomal large subunit biogenesis
YPR102C	RPL11A	ribosome assembly
YPR112C	MRD1	rRNA binding
YPR112C	MRD1	rRNA processing
YPR112C	MRD1	ribosomal small subunit biogenesis
YPR112C	MRD1	ribosome assembly
YPR129W	SCD6	regulation of translation
YPR129W	SCD6	translational initiation
YPR132W	RPS23B	ribosome
YPR132W	RPS23B	structural constituent of ribosome
YPR132W	RPS23B	rRNA processing
YPR132W	RPS23B	regulation of translation
YPR132W	RPS23B	ribosomal small subunit biogenesis
YPR132W	RPS23B	translational elongation
YPR137W	RRP9	rRNA processing
YPR143W	RRP15	rRNA processing
YPR143W	RRP15	ribosomal large subunit biogenesis
YPR144C	NOC4	rRNA processing
YPR144C	NOC4	ribosomal small subunit biogenesis
YPR148C	YPR148C	ribosome
YPR163C	TIF3	ribosome
YPR163C	TIF3	cytoplasmic translation
YPR163C	TIF3	translational initiation
YPR166C	MRP2	ribosome
YPR166C	MRP2	structural constituent of ribosome
YPR166C	MRP2	mitochondrial translation
YPR169W	JIP5	ribosomal large subunit biogenesis
YPR178W	PRP4	snoRNA processing
snR10	SNR10	rRNA binding
snR10	SNR10	rRNA processing
snR10	SNR10	ribosomal small subunit biogenesis
snR11	SNR11	rRNA binding
snR11	SNR11	rRNA processing
snR128	SNR128	rRNA binding
snR128	SNR128	rRNA processing
snR128	SNR128	ribosomal small subunit biogenesis
snR13	SNR13	rRNA binding
snR13	SNR13	rRNA processing
snR161	SNR161	rRNA binding
snR161	SNR161	rRNA processing
snR17a	SNR17A	rRNA binding
snR17a	SNR17A	rRNA processing
snR17a	SNR17A	ribosomal small subunit biogenesis
snR17b	SNR17B	rRNA binding
snR17b	SNR17B	rRNA processing
snR17b	SNR17B	ribosomal small subunit biogenesis
snR18	SNR18	rRNA binding
snR18	SNR18	rRNA processing
snR189	SNR189	rRNA binding
snR189	SNR189	rRNA processing
snR190	SNR190	rRNA binding
snR191	SNR191	rRNA binding
snR191	SNR191	rRNA processing
snR24	SNR24	rRNA binding
snR24	SNR24	rRNA processing
snR3	SNR3	rRNA binding
snR3	SNR3	rRNA processing
snR30	SNR30	rRNA binding
snR30	SNR30	rRNA processing
snR31	SNR31	rRNA binding
snR31	SNR31	rRNA processing
snR32	SNR32	rRNA binding
