cluster	Gene_uniq	Gene.gene_name
site of polarized growth	YNL161W_DAMP	CBK1
site of polarized growth	YNL233W	BNI4
site of polarized growth	YNL271C	BNI1
site of polarized growth	YNL293W	MSB3
site of polarized growth	YNR031C	SSK2
site of polarized growth	YNR047W	FPK1
site of polarized growth	YNR049C	MSO1
site of polarized growth	YNR052C_DAMP	POP2
site of polarized growth	YNR067C	DSE4
site of polarized growth	YOL007C	CSI2
site of polarized growth	YOL070C	NBA1
site of polarized growth	YOL105C	WSC3
site of polarized growth	YOL112W	MSB4
site of polarized growth	YOR014W	RTS1
site of polarized growth	YOR093C	YOR093C
site of polarized growth	YOR094W	ARF3
site of polarized growth	YOR104W	PIN2
site of polarized growth	YOR127W	RGA1
site of polarized growth	YOR129C	AFI1
site of polarized growth	YOR188W	MSB1
site of polarized growth	YOR231W	MKK1
site of polarized growth	YOR233W	KIN4
site of polarized growth	YOR237W	HES1
site of polarized growth	YOR239W	ABP140
site of polarized growth	YOR247W	SRL1
site of polarized growth	YOR264W	DSE3
site of polarized growth	YOR301W	RAX1
site of polarized growth	YOR304C-A	BIL1
site of polarized growth	YOR326W_TSQ337	MYO2
site of polarized growth	YPL032C	SVL3
site of polarized growth	YPL066W	RGL1
site of polarized growth	YPL111W	CAR1
site of polarized growth	YPL115C	BEM3
site of polarized growth	YPL116W	HOS3
site of polarized growth	YPL140C	MKK2
site of polarized growth	YPL158C	AIM44
site of polarized growth	YPL204W_DAMP	HRR25
site of polarized growth	YPL221W	FLC1
site of polarized growth	YPL249C	GYP5
site of polarized growth	YPL269W	KAR9
site of polarized growth	YPR028W	YOP1
site of polarized growth	YPR032W	SRO7
site of polarized growth	YPR111W	DBF20
site of polarized growth	YPR122W	AXL1
site of polarized growth	YPR171W	BSP1
site of polarized growth	YPR188C	MLC2
chromosome segregation	1_YDR113C	PDS1
chromosome segregation	1_YPR119W	CLB2
chromosome segregation	2_YDR113C	PDS1
chromosome segregation	2_YPR119W	CLB2
chromosome segregation	3_YDR113C	PDS1
chromosome segregation	4_YDR113C	PDS1
chromosome segregation	YAL024C	LTE1
chromosome segregation	YAL031C	GIP4
chromosome segregation	YAL034W-A_TSQ235	MTW1
chromosome segregation	YAR018C	KIN3
chromosome segregation	YBL031W	SHE1
chromosome segregation	YBL058W	SHP1
chromosome segregation	YBL063W	KIP1
chromosome segregation	YBL079W	NUP170
chromosome segregation	YBR073W	RDH54
chromosome segregation	YBR087W_TSQ887	RFC5
chromosome segregation	YBR098W	MMS4
chromosome segregation	YBR107C	IML3
chromosome segregation	YBR160W	CDC28
chromosome segregation	YBR160W_TSQ175	CDC28
chromosome segregation	YBR211C_TSQ716	AME1
chromosome segregation	YBR245C	ISW1
chromosome segregation	YCL016C	DCC1
chromosome segregation	YCL029C	BIK1
chromosome segregation	YCL061C	MRC1
chromosome segregation	YCR077C	PAT1
chromosome segregation	YCR086W	CSM1
chromosome segregation	YDL003W_TSQ62	MCD1
chromosome segregation	YDL028C_TSQ166	MPS1
chromosome segregation	YDL028C_TSQ169	MPS1
chromosome segregation	YDL126C_TSQ208	CDC48
chromosome segregation	YDL126C_TSQ209	CDC48
chromosome segregation	YDL134C	PPH21
chromosome segregation	YDL188C	PPH22
chromosome segregation	YDR014W	RAD61
chromosome segregation	YDR110W	FOB1
chromosome segregation	YDR113C_TSQ862	PDS1
chromosome segregation	YDR130C	FIN1
chromosome segregation	YDR180W_TSQ69	SCC2
chromosome segregation	YDR254W	CHL4
chromosome segregation	YDR260C	SWM1
chromosome segregation	YDR285W	ZIP1
chromosome segregation	YDR318W	MCM21
chromosome segregation	YDR363W	ESC2
chromosome segregation	YDR386W	MUS81
chromosome segregation	YDR409W	SIZ1
chromosome segregation	YDR419W	RAD30
chromosome segregation	YDR439W	LRS4
chromosome segregation	YEL061C	CIN8
chromosome segregation	YER016W	BIM1
chromosome segregation	YER106W	MAM1
chromosome segregation	YER133W_DAMP	GLC7
chromosome segregation	YER177W	BMH1
chromosome segregation	YER179W	DMC1
chromosome segregation	YFL008W_TSQ321	SMC1
chromosome segregation	YFL008W_TSQ71	SMC1
chromosome segregation	YFR003C_DAMP	YPI1
chromosome segregation	YFR013W	IOC3
chromosome segregation	YFR028C_TSQ416	CDC14
chromosome segregation	YFR046C	CNN1
chromosome segregation	YGL003C	CDH1
chromosome segregation	YGL061C_TSQ239	DUO1
chromosome segregation	YGL071W	AFT1
chromosome segregation	YGL086W	MAD1
chromosome segregation	YGL116W_TSQ368	CDC20
chromosome segregation	YGL127C	SOH1
chromosome segregation	YGL150C_DAMP	INO80
chromosome segregation	YGL190C	CDC55
chromosome segregation	YGL216W	KIP3
chromosome segregation	YGL249W	ZIP2
chromosome segregation	YGL251C	HFM1
chromosome segregation	YGR113W_TSQ243	DAM1
chromosome segregation	YGR140W_TSQ133	CBF2
chromosome segregation	YGR188C	BUB1
chromosome segregation	YGR225W	AMA1
chromosome segregation	YGR275W	RTT102
chromosome segregation	YHR014W	SPO13
chromosome segregation	YHR115C	DMA1
chromosome segregation	YHR127W	YHR127W
chromosome segregation	YHR129C	ARP1
chromosome segregation	YHR153C	SPO16
chromosome segregation	YHR191C	CTF8
chromosome segregation	YIL072W	HOP1
chromosome segregation	YIL073C	SPO22
chromosome segregation	YIL132C	CSM2
chromosome segregation	YIR010W_TSQ435	DSN1
chromosome segregation	YIR010W_TSQ436	DSN1
chromosome segregation	YIR025W	MND2
chromosome segregation	YJL013C	MAD3
chromosome segregation	YJL030W	MAD2
chromosome segregation	YJL074C_TSQ259	SMC3
chromosome segregation	YJL074C_TSQ63	SMC3
chromosome segregation	YJR053W	BFA1
chromosome segregation	YJR060W	CBF1
chromosome segregation	YJR135C	MCM22
chromosome segregation	YKL049C_DAMP	CSE4
chromosome segregation	YKL092C	BUD2
chromosome segregation	YKL193C_DAmP	SDS22
chromosome segregation	YKL193C_TSQ572	SDS22
chromosome segregation	YKR054C	DYN1
chromosome segregation	YKR088C	TVP38
chromosome segregation	YLR263W	RED1
chromosome segregation	YLR272C_TSQ432	YCS4
chromosome segregation	YLR315W	NKP2
chromosome segregation	YLR320W	MMS22
chromosome segregation	YLR321C_TSQ955	SFH1
chromosome segregation	YLR357W	RSC2
chromosome segregation	YLR357W_DAMP	RSC2
chromosome segregation	YLR381W	CTF3
chromosome segregation	YLR383W_TSQ747	SMC6
chromosome segregation	YLR394W	CST9
chromosome segregation	YML034W	SRC1
chromosome segregation	YML124C	TUB3
chromosome segregation	YMR044W	IOC4
chromosome segregation	YMR048W	CSM3
chromosome segregation	YMR055C	BUB2
chromosome segregation	YMR078C	CTF18
chromosome segregation	YMR117C_TSQ303	SPC24
chromosome segregation	YMR190C	SGS1
chromosome segregation	YMR198W	CIK1
chromosome segregation	YMR311C	GLC8
chromosome segregation	YNL031C	HHT2
chromosome segregation	YNL116W	DMA2
chromosome segregation	YNL273W	TOF1
chromosome segregation	YNL290W_DAMP	RFC3
chromosome segregation	YNL307C	MCK1
chromosome segregation	YOL006C	TOP1
chromosome segregation	YOL017W	ESC8
chromosome segregation	YOL104C	NDJ1
chromosome segregation	YOR014W	RTS1
chromosome segregation	YOR026W	BUB3
chromosome segregation	YOR058C	ASE1
chromosome segregation	YOR144C	ELG1
chromosome segregation	YOR156C	NFI1
chromosome segregation	YOR178C	GAC1
chromosome segregation	YOR195W	SLK19
chromosome segregation	YOR233W	KIN4
chromosome segregation	YPL008W	CHL1
chromosome segregation	YPL017C	IRC15
chromosome segregation	YPL018W	CTF19
chromosome segregation	YPL137C	GIP3
chromosome segregation	YPL200W	CSM4
chromosome segregation	YPL204W_DAMP	HRR25
chromosome segregation	YPL233W_TSQ450	NSL1
chromosome segregation	YPL253C	VIK1
chromosome segregation	YPL269W	KAR9
chromosome segregation	YPR007C	REC8
chromosome segregation	YPR046W	MCM16
chromosome segregation	YPR135W	CTF4
chromosome segregation	YPR141C	KAR3
chromosome segregation	YPR179C	HDA3
mitotic cell cycle	1_YDL155W	CLB3
mitotic cell cycle	1_YDR113C	PDS1
mitotic cell cycle	1_YGR108W	CLB1
mitotic cell cycle	1_YGR109C	CLB6
mitotic cell cycle	1_YPR119W	CLB2
mitotic cell cycle	1_YPR120C	CLB5
mitotic cell cycle	2_YDL155W	CLB3
mitotic cell cycle	2_YDR113C	PDS1
mitotic cell cycle	2_YGR108W	CLB1
mitotic cell cycle	2_YGR109C	CLB6
mitotic cell cycle	2_YPR119W	CLB2
mitotic cell cycle	2_YPR120C	CLB5
mitotic cell cycle	3_YDR113C	PDS1
mitotic cell cycle	4_YDR113C	PDS1
mitotic cell cycle	YAL021C	CCR4
mitotic cell cycle	YAL021C_DAMP	CCR4
mitotic cell cycle	YAL024C	LTE1
mitotic cell cycle	YAL040C	CLN3
mitotic cell cycle	YAL041W_TSQ148	CDC24
mitotic cell cycle	YAL041W_TSQ149	CDC24
mitotic cell cycle	YAL041W_TSQ412	CDC24
mitotic cell cycle	YBL009W	ALK2
mitotic cell cycle	YBL031W	SHE1
mitotic cell cycle	YBL051C	PIN4
mitotic cell cycle	YBL063W	KIP1
mitotic cell cycle	YBL105C_TSQ535	PKC1
mitotic cell cycle	YBL105C_TSQ539	PKC1
mitotic cell cycle	YBR107C	IML3
mitotic cell cycle	YBR135W_DAmP	CKS1
mitotic cell cycle	YBR158W	AMN1
mitotic cell cycle	YBR160W	CDC28
mitotic cell cycle	YBR160W_TSQ175	CDC28
mitotic cell cycle	YBR210W	ERV15
mitotic cell cycle	YBR215W	HPC2
mitotic cell cycle	YBR267W	REI1
mitotic cell cycle	YCL014W	BUD3
mitotic cell cycle	YCL016C	DCC1
mitotic cell cycle	YCL024W	KCC4
mitotic cell cycle	YCL029C	BIK1
mitotic cell cycle	YCL061C	MRC1
mitotic cell cycle	YCR002C_TSQ84	CDC10
mitotic cell cycle	YCR008W	SAT4
mitotic cell cycle	YCR063W	BUD31
mitotic cell cycle	YDL003W_TSQ62	MCD1
mitotic cell cycle	YDL017W_TSQ131	CDC7
mitotic cell cycle	YDL017W_TSQ880	CDC7
mitotic cell cycle	YDL028C_TSQ166	MPS1
mitotic cell cycle	YDL028C_TSQ169	MPS1
mitotic cell cycle	YDL056W	MBP1
mitotic cell cycle	YDL074C	BRE1
mitotic cell cycle	YDL089W	NUR1
mitotic cell cycle	YDL117W	CYK3
mitotic cell cycle	YDL126C_TSQ208	CDC48
mitotic cell cycle	YDL126C_TSQ209	CDC48
mitotic cell cycle	YDL134C	PPH21
mitotic cell cycle	YDL179W	PCL9
mitotic cell cycle	YDL188C	PPH22
mitotic cell cycle	YDL225W	SHS1
mitotic cell cycle	YDR002W_TSQ582	YRB1
mitotic cell cycle	YDR014W	RAD61
mitotic cell cycle	YDR052C	DBF4
mitotic cell cycle	YDR052C_TSQ163	DBF4
mitotic cell cycle	YDR099W	BMH2
mitotic cell cycle	YDR113C_TSQ862	PDS1
mitotic cell cycle	YDR130C	FIN1
mitotic cell cycle	YDR146C	SWI5
mitotic cell cycle	YDR159W	SAC3
mitotic cell cycle	YDR180W_TSQ69	SCC2
mitotic cell cycle	YDR184C	ATC1
mitotic cell cycle	YDR217C	RAD9
mitotic cell cycle	YDR245W	MNN10
mitotic cell cycle	YDR247W	VHS1
mitotic cell cycle	YDR253C	MET32
mitotic cell cycle	YDR254W	CHL4
mitotic cell cycle	YDR260C	SWM1
mitotic cell cycle	YDR309C	GIC2
mitotic cell cycle	YDR318W	MCM21
mitotic cell cycle	YDR363W	ESC2
mitotic cell cycle	YDR419W	RAD30
mitotic cell cycle	YDR420W	HKR1
mitotic cell cycle	YDR424C	DYN2
mitotic cell cycle	YDR440W	DOT1
mitotic cell cycle	YDR451C	YHP1
mitotic cell cycle	YDR457W	TOM1
mitotic cell cycle	YDR488C	PAC11
mitotic cell cycle	YDR507C	GIN4
mitotic cell cycle	YEL061C	CIN8
mitotic cell cycle	YER016W	BIM1
mitotic cell cycle	YER111C	SWI4
mitotic cell cycle	YER133W_DAMP	GLC7
mitotic cell cycle	YER149C	PEA2
mitotic cell cycle	YER167W	BCK2
mitotic cell cycle	YER177W	BMH1
mitotic cell cycle	YFL008W_TSQ321	SMC1
mitotic cell cycle	YFL008W_TSQ71	SMC1
mitotic cell cycle	YFL009W_TSQ334	CDC4
mitotic cell cycle	YFL009W_TSQ415	CDC4
mitotic cell cycle	YFL029C_DAmP	CAK1
mitotic cell cycle	YFL039C_TSQ140	ACT1
mitotic cell cycle	YFL039C_TSQ142	ACT1
mitotic cell cycle	YFL039C_TSQ218	ACT1
mitotic cell cycle	YFL039C_TSQ223	ACT1
mitotic cell cycle	YFL039C_TSQ64	ACT1
mitotic cell cycle	YFL039C_TSQ77	ACT1
mitotic cell cycle	YFR003C_DAMP	YPI1
mitotic cell cycle	YFR028C_TSQ416	CDC14
mitotic cell cycle	YFR040W	SAP155
mitotic cell cycle	YGL003C	CDH1
mitotic cell cycle	YGL021W	ALK1
mitotic cell cycle	YGL054C	ERV14
mitotic cell cycle	YGL058W	RAD6
mitotic cell cycle	YGL060W	YBP2
mitotic cell cycle	YGL071W	AFT1
mitotic cell cycle	YGL086W	MAD1
mitotic cell cycle	YGL116W_TSQ368	CDC20
mitotic cell cycle	YGL173C	XRN1
mitotic cell cycle	YGL174W	BUD13
mitotic cell cycle	YGL190C	CDC55
mitotic cell cycle	YGL216W	KIP3
mitotic cell cycle	YGL229C	SAP4
mitotic cell cycle	YGR040W	KSS1
mitotic cell cycle	YGR041W	BUD9
mitotic cell cycle	YGR044C	RME1
mitotic cell cycle	YGR058W	PEF1
mitotic cell cycle	YGR140W_TSQ133	CBF2
mitotic cell cycle	YGR152C	RSR1
mitotic cell cycle	YGR155W	CYS4
mitotic cell cycle	YGR188C	BUB1
mitotic cell cycle	YGR229C	SMI1
mitotic cell cycle	YGR238C	KEL2
mitotic cell cycle	YGR245C_TSQ523	SDA1
mitotic cell cycle	YGR262C	BUD32
mitotic cell cycle	YHL027W	RIM101
mitotic cell cycle	YHR030C	SLT2
mitotic cell cycle	YHR061C	GIC1
mitotic cell cycle	YHR107C_TSQ33	CDC12
mitotic cell cycle	YHR115C	DMA1
mitotic cell cycle	YHR127W	YHR127W
mitotic cell cycle	YHR129C	ARP1
mitotic cell cycle	YHR152W	SPO12
mitotic cell cycle	YHR158C	KEL1
mitotic cell cycle	YHR191C	CTF8
mitotic cell cycle	YIL046W_TSQ939	MET30
mitotic cell cycle	YIL106W_DAMP	MOB1
mitotic cell cycle	YIL131C	FKH1
mitotic cell cycle	YIL135C	VHS2
mitotic cell cycle	YIL140W	AXL2
mitotic cell cycle	YIL153W	RRD1
mitotic cell cycle	YIR006C_DAmP	PAN1
mitotic cell cycle	YIR025W	MND2
mitotic cell cycle	YJL013C	MAD3
mitotic cell cycle	YJL030W	MAD2
mitotic cell cycle	YJL047C	RTT101
mitotic cell cycle	YJL074C_TSQ259	SMC3
mitotic cell cycle	YJL074C_TSQ63	SMC3
mitotic cell cycle	YJL090C_DAmP	DPB11
mitotic cell cycle	YJL098W	SAP185
mitotic cell cycle	YJL187C	SWE1
mitotic cell cycle	YJL194W_TSQ35	CDC6
mitotic cell cycle	YJR053W	BFA1
mitotic cell cycle	YJR059W	PTK2
mitotic cell cycle	YJR076C_TSQ74	CDC11
mitotic cell cycle	YJR076C_TSQ76	CDC11
mitotic cell cycle	YJR092W	BUD4
mitotic cell cycle	YJR135C	MCM22
mitotic cell cycle	YJR140C	HIR3
mitotic cell cycle	YKL048C	ELM1
mitotic cell cycle	YKL049C_DAMP	CSE4
mitotic cell cycle	YKL092C	BUD2
mitotic cell cycle	YKL101W	HSL1
mitotic cell cycle	YKL129C	MYO3
mitotic cell cycle	YKL185W	ASH1
mitotic cell cycle	YKR028W	SAP190
mitotic cell cycle	YKR054C	DYN1
mitotic cell cycle	YKR072C	SIS2
mitotic cell cycle	YKR077W	MSA2
mitotic cell cycle	YKR088C	TVP38
mitotic cell cycle	YLL003W_TSQ475	SFI1
mitotic cell cycle	YLL021W	SPA2
mitotic cell cycle	YLL049W	LDB18
mitotic cell cycle	YLR045C_TSQ550	STU2
mitotic cell cycle	YLR079W	SIC1
mitotic cell cycle	YLR084C	RAX2
mitotic cell cycle	YLR131C	ACE2
mitotic cell cycle	YLR182W	SWI6
mitotic cell cycle	YLR210W	CLB4
mitotic cell cycle	YLR229C_TSQ29	CDC42
mitotic cell cycle	YLR272C_TSQ432	YCS4
mitotic cell cycle	YLR313C	SPH1
mitotic cell cycle	YLR314C_TSQ130	CDC3
mitotic cell cycle	YLR314C_TSQ885	CDC3
mitotic cell cycle	YLR319C	BUD6
mitotic cell cycle	YLR330W	CHS5
mitotic cell cycle	YLR337C	VRP1
mitotic cell cycle	YLR353W	BUD8
mitotic cell cycle	YLR361C	DCR2
mitotic cell cycle	YLR381W	CTF3
mitotic cell cycle	YML027W	YOX1
mitotic cell cycle	YML034W	SRC1
mitotic cell cycle	YML109W	ZDS2
mitotic cell cycle	YML124C	TUB3
mitotic cell cycle	YMR036C	MIH1
mitotic cell cycle	YMR048W	CSM3
mitotic cell cycle	YMR055C	BUB2
mitotic cell cycle	YMR078C	CTF18
mitotic cell cycle	YMR109W	MYO5
mitotic cell cycle	YMR135C	GID8
mitotic cell cycle	YMR153W	NUP53
mitotic cell cycle	YMR190C	SGS1
mitotic cell cycle	YMR198W	CIK1
mitotic cell cycle	YMR273C	ZDS1
mitotic cell cycle	YMR294W	JNM1
mitotic cell cycle	YMR308C_TSQ683	PSE1
mitotic cell cycle	YNL031C	HHT2
mitotic cell cycle	YNL068C	FKH2
mitotic cell cycle	YNL078W	NIS1
mitotic cell cycle	YNL116W	DMA2
mitotic cell cycle	YNL127W	FAR11
mitotic cell cycle	YNL233W	BNI4
mitotic cell cycle	YNL271C	BNI1
mitotic cell cycle	YNL273W	TOF1
mitotic cell cycle	YNL298W	CLA4
mitotic cell cycle	YNL307C	MCK1
mitotic cell cycle	YNL309W	STB1
mitotic cell cycle	YNL330C	RPD3
mitotic cell cycle	YNR009W	NRM1
mitotic cell cycle	YNR027W	BUD17
mitotic cell cycle	YOL004W	SIN3
mitotic cell cycle	YOL006C	TOP1
mitotic cell cycle	YOR014W	RTS1
mitotic cell cycle	YOR026W	BUB3
mitotic cell cycle	YOR058C	ASE1
mitotic cell cycle	YOR066W	MSA1
mitotic cell cycle	YOR083W	WHI5
mitotic cell cycle	YOR094W	ARF3
mitotic cell cycle	YOR129C	AFI1
mitotic cell cycle	YOR144C	ELG1
mitotic cell cycle	YOR178C	GAC1
mitotic cell cycle	YOR195W	SLK19
mitotic cell cycle	YOR233W	KIN4
mitotic cell cycle	YOR299W	BUD7
mitotic cell cycle	YOR301W	RAX1
mitotic cell cycle	YOR315W	SFG1
mitotic cell cycle	YOR326W_TSQ337	MYO2
mitotic cell cycle	YPL008W	CHL1
mitotic cell cycle	YPL014W	YPL014W
mitotic cell cycle	YPL017C	IRC15
mitotic cell cycle	YPL018W	CTF19
mitotic cell cycle	YPL020C_TSQ566	ULP1
mitotic cell cycle	YPL116W	HOS3
mitotic cell cycle	YPL152W	RRD2
mitotic cell cycle	YPL158C	AIM44
mitotic cell cycle	YPL174C	NIP100
mitotic cell cycle	YPL194W	DDC1
mitotic cell cycle	YPL253C	VIK1
mitotic cell cycle	YPL267W	ACM1
mitotic cell cycle	YPL269W	KAR9
mitotic cell cycle	YPR046W	MCM16
mitotic cell cycle	YPR075C	OPY2
mitotic cell cycle	YPR111W	DBF20
mitotic cell cycle	YPR122W	AXL1
mitotic cell cycle	YPR135W	CTF4
mitotic cell cycle	YPR141C	KAR3
organelle fission	1_YDL155W	CLB3
organelle fission	1_YDR113C	PDS1
organelle fission	1_YGR108W	CLB1
organelle fission	1_YPR119W	CLB2
organelle fission	1_YPR120C	CLB5
organelle fission	2_YDL155W	CLB3
organelle fission	2_YDR113C	PDS1
organelle fission	2_YGR108W	CLB1
organelle fission	2_YPR119W	CLB2
organelle fission	2_YPR120C	CLB5
organelle fission	3_YDR113C	PDS1
organelle fission	4_YDR113C	PDS1
organelle fission	YAL024C	LTE1
organelle fission	YAL041W_TSQ148	CDC24
organelle fission	YAL041W_TSQ149	CDC24
organelle fission	YAL041W_TSQ412	CDC24
organelle fission	YBL009W	ALK2
organelle fission	YBL031W	SHE1
organelle fission	YBL063W	KIP1
organelle fission	YBR057C	MUM2
organelle fission	YBR073W	RDH54
organelle fission	YBR098W	MMS4
organelle fission	YBR103W	SIF2
organelle fission	YBR107C	IML3
organelle fission	YBR158W	AMN1
organelle fission	YBR160W	CDC28
organelle fission	YBR160W_TSQ175	CDC28
organelle fission	YBR175W	SWD3
organelle fission	YBR186W	PCH2
organelle fission	YBR250W	SPO23
organelle fission	YCL016C	DCC1
organelle fission	YCL029C	BIK1
organelle fission	YCL055W	KAR4
organelle fission	YCL061C	MRC1
organelle fission	YCR002C_TSQ84	CDC10
organelle fission	YCR086W	CSM1
organelle fission	YCR092C	MSH3
organelle fission	YDL003W_TSQ62	MCD1
organelle fission	YDL017W_TSQ131	CDC7
organelle fission	YDL017W_TSQ880	CDC7
organelle fission	YDL028C_TSQ166	MPS1
organelle fission	YDL028C_TSQ169	MPS1
organelle fission	YDL074C	BRE1
organelle fission	YDL089W	NUR1
organelle fission	YDL126C_TSQ208	CDC48
organelle fission	YDL126C_TSQ209	CDC48
organelle fission	YDL134C	PPH21
organelle fission	YDL154W	MSH5
organelle fission	YDL188C	PPH22
organelle fission	YDL194W	SNF3
organelle fission	YDL225W	SHS1
organelle fission	YDR004W	RAD57
organelle fission	YDR014W	RAD61
organelle fission	YDR052C	DBF4
organelle fission	YDR052C_TSQ163	DBF4
organelle fission	YDR075W	PPH3
organelle fission	YDR076W	RAD55
organelle fission	YDR097C	MSH6
organelle fission	YDR108W	TRS85
organelle fission	YDR113C_TSQ862	PDS1
organelle fission	YDR130C	FIN1
organelle fission	YDR146C	SWI5
organelle fission	YDR150W	NUM1
organelle fission	YDR155C	CPR1
organelle fission	YDR159W	SAC3
organelle fission	YDR180W_TSQ69	SCC2
organelle fission	YDR207C	UME6
organelle fission	YDR254W	CHL4
organelle fission	YDR260C	SWM1
organelle fission	YDR285W	ZIP1
organelle fission	YDR309C	GIC2
organelle fission	YDR318W	MCM21
organelle fission	YDR363W	ESC2
organelle fission	YDR369C	XRS2
organelle fission	YDR386W	MUS81
organelle fission	YDR419W	RAD30
organelle fission	YDR439W	LRS4
organelle fission	YDR440W	DOT1
organelle fission	YDR446W	ECM11
organelle fission	YDR457W	TOM1
organelle fission	YDR506C	GMC1
organelle fission	YEL061C	CIN8
organelle fission	YER016W	BIM1
organelle fission	YER044C-A	MEI4
organelle fission	YER095W	RAD51
organelle fission	YER106W	MAM1
organelle fission	YER133W_DAMP	GLC7
organelle fission	YER173W	RAD24
organelle fission	YER177W	BMH1
organelle fission	YER179W	DMC1
organelle fission	YFL003C	MSH4
organelle fission	YFL008W_TSQ321	SMC1
organelle fission	YFL008W_TSQ71	SMC1
organelle fission	YFL009W_TSQ334	CDC4
organelle fission	YFL009W_TSQ415	CDC4
organelle fission	YFL029C_DAmP	CAK1
organelle fission	YFL033C	RIM15
organelle fission	YFR003C_DAMP	YPI1
organelle fission	YFR004W_TSQ534	RPN11
organelle fission	YFR028C_TSQ416	CDC14
organelle fission	YGL003C	CDH1
organelle fission	YGL021W	ALK1
organelle fission	YGL045W	RIM8
organelle fission	YGL058W	RAD6
organelle fission	YGL060W	YBP2
organelle fission	YGL071W	AFT1
organelle fission	YGL086W	MAD1
organelle fission	YGL116W_TSQ368	CDC20
organelle fission	YGL127C	SOH1
organelle fission	YGL158W	RCK1
organelle fission	YGL175C	SAE2
organelle fission	YGL183C	MND1
organelle fission	YGL190C	CDC55
organelle fission	YGL194C	HOS2
organelle fission	YGL213C	SKI8
organelle fission	YGL216W	KIP3
organelle fission	YGL249W	ZIP2
organelle fission	YGL251C	HFM1
organelle fission	YGR044C	RME1
organelle fission	YGR092W	DBF2
organelle fission	YGR140W_TSQ133	CBF2
organelle fission	YGR188C	BUB1
organelle fission	YGR225W	AMA1
organelle fission	YGR230W	BNS1
organelle fission	YGR238C	KEL2
organelle fission	YHL022C	SPO11
organelle fission	YHL023C	NPR3
organelle fission	YHL024W	RIM4
organelle fission	YHL027W	RIM101
organelle fission	YHR014W	SPO13
organelle fission	YHR039C	MSC7
organelle fission	YHR061C	GIC1
organelle fission	YHR115C	DMA1
organelle fission	YHR124W	NDT80
organelle fission	YHR127W	YHR127W
organelle fission	YHR129C	ARP1
organelle fission	YHR152W	SPO12
organelle fission	YHR153C	SPO16
organelle fission	YHR157W	REC104
organelle fission	YHR158C	KEL1
